"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"4297","Boston, MA","Philadelphia, PA","Platinum",44,"Female",2,2008,12,0.2258,"Business travel",2,85,30,"Eco",10,"2/10/14","US","Southeast Airlines Co.","Pennsylvania","Massachusetts",8,0,0,"No",50,280,10,-75.2984,39.9733,-71.1407,42.3731,NA
"4298","Oklahoma City, OK","Houston, TX","Blue",30,"Male",1,2004,33,-0.5714,"Business travel",2,155,100,"Eco",9,"3/9/14","EV","FlyFast Airways Inc.","Texas","Oklahoma",10,0,0,"No",58,395,6,-95.3935,29.7843,-97.5243,35.5048,NA
"4299","Washington, DC","Detroit, MI","Blue",62,"Male",1,2007,59,-0.9344,"Personal Travel",0,0,55,"Eco",8,"1/8/14","DL","Sigma Airlines Inc.","Michigan","Virginia",17,20,17,"No",64,405,5,-83.2276,42.49,-77.1897,38.8974,NA
"4300","Las Vegas, NV","Los Angeles, CA","Blue",19,"Male",1,2003,24,-0.4118,"Business travel",0,7,120,"Eco",9,"2/9/14","AA","Paul Smith Airlines Inc.","California","Nevada",17,0,19,"No",43,236,7,-118.1043,33.9827,-115.1672,36.1349,NA
"4301","Albany, NY","Chicago, IL","Blue",16,"Female",2,2003,13,-0.8571,"Personal Travel",1,75,105,"Eco",17,"1/17/14","OU","Oursin Airlines Inc.","Illinois","New York",13,1,2,"No",86,723,8,-87.8954,41.8271,-73.7994,42.7439,NA
"4302","Chicago, IL","Charlotte, NC","Gold",34,"Female",1,2009,17,-0.619,"Business travel",0,75,10,"Business",21,"3/21/14","MQ","EnjoyFlying Air Services","North Carolina","Illinois",7,0,0,"No",115,599,8,-80.8158,35.2497,-87.8954,41.8271,NA
"4303","Minneapolis, MN","Anchorage, AK","Platinum",52,"Male",2,2003,40,-0.7391,"Personal Travel",0,50,40,"Eco",26,"3/26/14","DL","Sigma Airlines Inc.","Alaska","Minnesota",21,0,0,"No",287,2519,7,-149.8472,61.1679,-93.2798,44.9782,NA
"4304","Chicago, IL","Detroit, MI","Blue",80,"Female",1,2008,52,-0.7627,"Personal Travel",0,0,0,"Eco",15,"2/15/14","MQ","EnjoyFlying Air Services","Michigan","Illinois",16,92,78,"No",44,235,1,-83.2276,42.49,-87.8954,41.8271,NA
"4305","Miami, FL","Tampa, FL","Blue",85,"Female",2,2006,23,-0.6429,"Business travel",0,90,20,"Eco",25,"2/25/14","AA","Paul Smith Airlines Inc.","Florida","Florida",15,0,0,"No",38,204,8,-82.5132,28.0062,-80.2314,26.1756,NA
"4306","Orlando, FL","Atlanta, GA","Gold",47,"Female",1,2008,11,-0.0476,"Business travel",0,20,20,"Eco",14,"3/14/14","DL","Sigma Airlines Inc.","Georgia","Florida",15,23,17,"No",63,404,8,-84.3319,33.8241,-81.4112,28.5844,NA
"4307","Las Vegas, NV","Tucson, AZ","Blue",55,"Male",1,2010,28,-0.75,"Mileage tickets",0,10,35,"Eco",19,"1/19/14","WN","Cheapseats Airlines Inc.","Arizona","Nevada",19,0,0,"No",59,365,7,-110.9461,32.2549,-115.1672,36.1349,NA
"4308","New York, NY","Pittsburgh, PA","Blue",37,"Female",2,2006,24,-0.6552,"Business travel",3,90,20,"Eco",25,"3/25/14","MQ","EnjoyFlying Air Services","Pennsylvania","New York",11,0,6,"No",69,340,7,-79.951,40.457,-73.9702,40.7184,NA
"4309","Atlanta, GA","Albany, GA","Blue",19,"Male",2,2012,5,-0.1111,"Business travel",0,0,20,"Eco",18,"1/18/14","EV","FlyFast Airways Inc.","Georgia","Georgia",13,0,0,"No",34,145,7,-84.1688,31.5911,-84.3319,33.8241,NA
"4310","Philadelphia, PA","Chicago, IL","Blue",20,"Male",2,2003,5,0.2857,"Business travel",0,0,60,"Eco Plus",2,"1/2/14","AA","Paul Smith Airlines Inc.","Illinois","Pennsylvania",13,91,99,"No",90,678,8,-87.8954,41.8271,-75.2984,39.9733,NA
"4311","Little Rock, AR","Chicago, IL","Blue",38,"Male",1,2011,0,1,"Business travel",3,0,20,"Eco",23,"2/23/14","WN","Cheapseats Airlines Inc.","Illinois","Arkansas",10,1,0,"No",84,544,6,-87.8954,41.8271,-92.3212,34.7566,NA
"4312","Seattle, WA","Chicago, IL","Blue",42,"Male",1,2003,2,0.7647,"Business travel",2,0,65,"Business",17,"3/17/14","AS","FlyToSun Airlines Inc.","Illinois","Washington",15,0,0,"No",239,1721,9,-87.8954,41.8271,-122.2747,47.4684,NA
"4313","Houston, TX","Fayetteville, AR","Silver",27,"Female",2,2003,20,-0.8182,"Business travel",0,10,120,"Eco",7,"2/7/14","OO","Northwest Business Airlines Inc.","Arkansas","Texas",13,0,0,"No",95,438,9,-94.1798,36.2674,-95.3935,29.7843,NA
"4314","Orlando, FL","Denver, CO","Blue",39,"Female",1,2011,10,0.1667,"Business travel",3,30,30,"Eco",9,"3/9/14","OU","Oursin Airlines Inc.","Colorado","Florida",8,9,2,"No",185,1546,9,-104.9551,39.7108,-81.4112,28.5844,NA
"4315","Houston, TX","Pittsburgh, PA","Silver",47,"Female",1,2006,31,-0.55,"Business travel",0,60,35,"Eco",9,"1/9/14","OU","Oursin Airlines Inc.","Pennsylvania","Texas",14,0,11,"No",188,1117,9,-79.951,40.457,-95.3935,29.7843,NA
"4316","Atlanta, GA","Detroit, MI","Blue",34,"Female",2,2003,38,-0.7674,"Personal Travel",2,0,50,"Eco",17,"1/17/14","DL","Sigma Airlines Inc.","Michigan","Georgia",10,7,0,"No",92,594,7,-83.2276,42.49,-84.3319,33.8241,NA
"4317","Billings, MT","Salt Lake City, UT","Gold",45,"Female",1,2005,2,0.2,"Business travel",0,0,75,"Eco",3,"3/3/14","OO","Northwest Business Airlines Inc.","Utah","Montana",15,0,0,"No",55,387,9,-111.9295,40.6408,-108.5318,45.7913,NA
"4318","Denver, CO","Salt Lake City, UT","Blue",41,"Male",1,2009,10,-0.1765,"Business travel",2,10,25,"Eco",1,"3/1/14","F9","GoingNorth Airlines Inc.","Utah","Colorado",14,95,88,"No",58,391,10,-111.9295,40.6408,-104.9551,39.7108,NA
"4319","Tampa, FL","Boston, MA","Blue",38,"Female",1,2010,6,0.7273,"Personal Travel",3,40,60,"Eco",30,"1/30/14","B6","OnlyJets Airlines Inc.","Massachusetts","Florida",7,0,5,"No",191,1185,2,-71.1407,42.3731,-82.5132,28.0062,NA
"4320","Chicago, IL","Evansville, IN","Blue",38,"Male",2,2011,33,-0.8857,"Business travel",0,0,150,"Eco",11,"2/11/14","MQ","EnjoyFlying Air Services","Indiana","Illinois",18,0,0,"No",54,273,9,-87.5374,37.9785,-87.8954,41.8271,NA
"4321","Atlanta, GA","Minneapolis, MN","Blue",59,"Female",3,2007,0,1,"Personal Travel",1,0,120,"Eco",16,"1/16/14","FL","FlyHere Airways","Minnesota","Georgia",6,0,23,"No",116,907,5,-93.2798,44.9782,-84.3319,33.8241,NA
"4322","New York, NY","Chicago, IL","Silver",58,"Male",1,2004,7,0.1765,"Business travel",0,0,100,"Eco",9,"1/9/14","B6","OnlyJets Airlines Inc.","Illinois","New York",19,27,50,"No",92,740,10,-87.8954,41.8271,-73.9702,40.7184,NA
"4323","Hartford, CT","Miami, FL","Blue",40,"Female",1,2004,6,0.625,"Business travel",1,20,35,"Eco",30,"1/30/14","AA","Paul Smith Airlines Inc.","Florida","Connecticut",20,9,21,"No",145,1194,8,-80.2314,26.1756,-72.6988,41.7401,NA
"4324","New York, NY","Los Angeles, CA","Platinum",41,"Male",1,2005,3,0,"Business travel",0,10,100,"Eco",5,"2/5/14","OU","Oursin Airlines Inc.","California","New York",13,0,0,"No",272,2475,10,-118.1043,33.9827,-73.9702,40.7184,NA
"4325","Santa Barbara, CA","Los Angeles, CA","Blue",15,"Male",1,2009,18,-0.44,"Business travel",2,0,75,"Eco",28,"3/28/14","OO","Northwest Business Airlines Inc.","California","California",20,46,55,"No",22,89,8,-118.1043,33.9827,-119.7241,34.4275,NA
"4326","Hartford, CT","Miami, FL","Blue",64,"Female",1,2009,46,-0.8039,"Personal Travel",0,0,0,"Eco",12,"1/12/14","AA","Paul Smith Airlines Inc.","Florida","Connecticut",20,0,6,"No",153,1194,3,-80.2314,26.1756,-72.6988,41.7401,NA
"4327","Phoenix, AZ","Seattle, WA","Blue",33,"Female",2,2010,22,0.2281,"Business travel",2,25,30,"Eco Plus",16,"3/16/14","WN","Cheapseats Airlines Inc.","Washington","Arizona",18,32,32,"No",137,1107,7,-122.2747,47.4684,-111.97,33.4941,NA
"4328","Houston, TX","Lafayette, LA","Blue",44,"Male",1,2003,33,-0.7368,"Business travel",1,0,45,"Eco",11,"2/11/14","EV","FlyFast Airways Inc.","Louisiana","Texas",5,49,50,"No",47,201,8,-92.0133,30.1654,-95.3935,29.7843,NA
"4329","St. Louis, MO","Tulsa, OK","Blue",16,"Female",2,2007,15,-0.4286,"Personal Travel",4,75,45,"Eco",10,"3/10/14","WN","Cheapseats Airlines Inc.","Oklahoma","Missouri",17,0,0,"No",57,351,4,-95.9013,36.1054,-90.3409,38.6307,NA
"4330","New Orleans, LA","Dallas, TX","Silver",60,"Male",2,2009,44,-0.7959,"Personal Travel",0,0,45,"Eco",28,"1/28/14","WN","Cheapseats Airlines Inc.","Texas","Louisiana",20,NA,NA,"Yes",NA,436,7,-96.972,32.8127,-90.1437,29.9547,NA
"4331","Houston, TX","Gunnison, CO","Gold",57,"Female",1,2004,15,-0.25,"Business travel",0,0,75,"Eco",8,"3/8/14","OU","Oursin Airlines Inc.","Colorado","Texas",14,0,0,"No",115,886,10,-106.9355,38.5433,-95.3935,29.7843,NA
"4332","San Francisco, CA","Denver, CO","Silver",40,"Male",1,2008,28,-0.2174,"Business travel",2,30,130,"Eco",23,"2/23/14","OU","Oursin Airlines Inc.","Colorado","California",16,15,0,"No",125,967,10,-104.9551,39.7108,-122.1585,37.6712,NA
"4333","Minot, ND","Denver, CO","Blue",77,"Male",2,2003,14,-0.4737,"Business travel",0,0,90,"Eco",26,"1/26/14","OO","Northwest Business Airlines Inc.","Colorado","North Dakota",19,0,12,"No",91,604,8,-104.9551,39.7108,-101.2876,48.2338,NA
"4334","Chicago, IL","Detroit, MI","Gold",26,"Female",1,2006,19,0,"Business travel",2,5,65,"Eco",23,"3/23/14","EV","FlyFast Airways Inc.","Michigan","Illinois",15,0,0,"No",49,228,6,-83.2276,42.49,-87.8954,41.8271,NA
"4335","Phoenix, AZ","Miami, FL","Platinum",65,"Male",1,2004,10,-0.1111,"Business travel",1,0,115,"Eco",17,"1/17/14","AA","Paul Smith Airlines Inc.","Florida","Arizona",19,10,0,"No",277,1972,7,-80.2314,26.1756,-111.97,33.4941,NA
"4336","New York, NY","Detroit, MI","Silver",49,"Female",2,2006,19,-0.3103,"Business travel",1,0,90,"Eco",21,"3/21/14","DL","Sigma Airlines Inc.","Michigan","New York",17,0,0,"No",69,502,10,-83.2276,42.49,-73.9702,40.7184,NA
"4337","Detroit, MI","Chicago, IL","Blue",80,"Female",1,2012,43,-0.6538,"Personal Travel",0,15,110,"Eco",9,"2/9/14","EV","FlyFast Airways Inc.","Illinois","Michigan",16,66,42,"No",44,228,3,-87.8954,41.8271,-83.2276,42.49,NA
"4338","Ponce, PR","New York, NY","Silver",51,"Female",1,2007,21,-0.2353,"Business travel",1,40,60,"Eco",10,"2/10/14","B6","OnlyJets Airlines Inc.","New York","Puerto Rico",23,0,0,"No",205,1617,9,-73.9702,40.7184,-66.6342,18.0183,NA
"4339","Lewiston, ID","Salt Lake City, UT","Silver",34,"Male",1,2009,6,0.7333,"Business travel",2,0,90,"Eco",20,"3/20/14","OO","Northwest Business Airlines Inc.","Utah","Idaho",21,0,0,"No",69,461,10,-111.9295,40.6408,-117.0273,46.3892,NA
"4340","Philadelphia, PA","San Juan, PR","Blue",37,"Male",1,2012,21,-0.3548,"Business travel",4,60,60,"Eco",4,"1/4/14","US","Southeast Airlines Co.","Puerto Rico","Pennsylvania",18,20,13,"No",209,1576,9,-66.1162,18.2882,-75.2984,39.9733,NA
"4341","Cleveland, OH","Chicago, IL","Platinum",53,"Male",1,2006,15,-0.4286,"Business travel",0,5,70,"Eco",24,"3/24/14","MQ","EnjoyFlying Air Services","Illinois","Ohio",15,7,15,"No",48,315,4,-87.8954,41.8271,-81.6054,41.4436,NA
"4342","Austin, TX","Chicago, IL","Blue",24,"Female",2,2011,5,0.8276,"Personal Travel",1,0,45,"Eco Plus",17,"3/17/14","WN","Cheapseats Airlines Inc.","Illinois","Texas",9,0,0,"No",132,972,4,-87.8954,41.8271,-97.7615,30.3585,NA
"4343","Baltimore, MD","Indianapolis, IN","Silver",41,"Male",1,2007,18,-0.125,"Business travel",2,105,30,"Eco",17,"1/17/14","WN","Cheapseats Airlines Inc.","Indiana","Maryland",19,39,24,"No",73,516,9,-86.1455,39.8113,-76.6478,39.2341,NA
"4344","Houston, TX","San Francisco, CA","Blue",23,"Male",1,2009,45,-0.875,"Business travel",0,0,40,"Eco",7,"3/7/14","OU","Oursin Airlines Inc.","California","Texas",9,3,0,"No",193,1635,9,-122.1585,37.6712,-95.3935,29.7843,NA
"4345","Phoenix, AZ","San Diego, CA","Blue",50,"Female",1,2012,17,-0.5455,"Business travel",0,20,64,"Eco",6,"1/6/14","WN","Cheapseats Airlines Inc.","California","Arizona",16,14,26,"No",55,304,10,-117.1288,32.9287,-111.97,33.4941,NA
"4346","Tampa, FL","Los Angeles, CA","Gold",42,"Male",0,2010,26,-0.9259,"Business travel",0,125,70,"Eco",4,"1/4/14","DL","Sigma Airlines Inc.","California","Florida",22,50,30,"No",217,2158,10,-118.1043,33.9827,-82.5132,28.0062,NA
"4347","Detroit, MI","Denver, CO","Blue",60,"Male",1,2003,15,-0.7647,"Business travel",0,0,70,"Eco",3,"2/3/14","WN","Cheapseats Airlines Inc.","Colorado","Michigan",10,0,0,"No",130,1123,9,-104.9551,39.7108,-83.2276,42.49,NA
"4348","Atlanta, GA","Baltimore, MD","Blue",16,"Male",2,2007,26,-0.6774,"Mileage tickets",2,5,60,"Eco Plus",28,"3/28/14","DL","Sigma Airlines Inc.","Maryland","Georgia",6,2,18,"No",102,577,8,-76.6478,39.2341,-84.3319,33.8241,NA
"4349","Colorado Springs, CO","Chicago, IL","Silver",65,"Male",1,2003,14,-0.5556,"Business travel",0,0,100,"Eco",11,"2/11/14","OO","Northwest Business Airlines Inc.","Illinois","Colorado",18,5,0,"No",132,911,10,-87.8954,41.8271,-104.7706,38.873,NA
"4350","Kalamazoo, MI","Chicago, IL","Blue",57,"Female",1,2008,9,-0.2857,"Business travel",0,40,35,"Eco",23,"2/23/14","MQ","EnjoyFlying Air Services","Illinois","Michigan",8,0,0,"No",21,122,9,-87.8954,41.8271,-85.5924,42.2502,NA
"4351","Kansas City, MO","Chicago, IL","Blue",61,"Male",1,2009,63,-0.9688,"Business travel",0,0,15,"Eco",21,"2/21/14","EV","FlyFast Airways Inc.","Illinois","Missouri",20,136,155,"No",79,403,5,-87.8954,41.8271,-94.5949,39.0398,NA
"4352","Philadelphia, PA","Los Angeles, CA","Gold",72,"Female",1,2009,19,-0.7273,"Business travel",0,20,60,"Eco",15,"1/15/14","US","Southeast Airlines Co.","California","Pennsylvania",22,2,0,"No",276,2402,7,-118.1043,33.9827,-75.2984,39.9733,NA
"4353","San Diego, CA","Denver, CO","Blue",58,"Female",2,2011,10,-0.6667,"Mileage tickets",0,0,17,"Eco",24,"2/24/14","OU","Oursin Airlines Inc.","Colorado","California",11,7,4,"No",116,853,8,-104.9551,39.7108,-117.1288,32.9287,NA
"4354","Dallas, TX","Amarillo, TX","Blue",18,"Male",2,2003,15,-0.5789,"Business travel",0,0,25,"Eco",5,"3/5/14","WN","Cheapseats Airlines Inc.","Texas","Texas",15,7,6,"No",52,323,5,-101.8491,35.1975,-96.972,32.8127,NA
"4355","Salt Lake City, UT","Bozeman, MT","Blue",18,"Male",1,2012,36,-0.6,"Personal Travel",0,21,30,"Eco",2,"1/2/14","OO","Northwest Business Airlines Inc.","Montana","Utah",13,0,7,"No",64,347,4,-111.0576,45.6839,-111.9295,40.6408,NA
"4356","Charlotte, NC","Pittsburgh, PA","Blue",45,"Male",0,2004,50,-0.7241,"Business travel",0,0,0,"Eco",29,"1/29/14","US","Southeast Airlines Co.","Pennsylvania","North Carolina",8,0,4,"No",74,366,8,-79.951,40.457,-80.8158,35.2497,NA
"4357","Phoenix, AZ","Sacramento, CA","Silver",54,"Male",1,2008,19,-0.6522,"Business travel",0,0,75,"Eco",12,"2/12/14","US","Southeast Airlines Co.","California","Arizona",12,0,0,"No",85,647,10,-121.3247,38.6386,-111.97,33.4941,NA
"4358","El Paso, TX","Denver, CO","Blue",32,"Female",1,2005,0,1,"Personal Travel",3,155,20,"Eco",19,"1/19/14","OO","Northwest Business Airlines Inc.","Colorado","Texas",19,62,53,"No",79,563,3,-104.9551,39.7108,-106.389,31.7802,NA
"4359","Orlando, FL","San Juan, PR","Blue",36,"Female",1,2008,36,-0.7561,"Business travel",1,0,20,"Eco",24,"2/24/14","B6","OnlyJets Airlines Inc.","Puerto Rico","Florida",5,29,18,"No",159,1189,6,-66.1162,18.2882,-81.4112,28.5844,NA
"4360","Detroit, MI","Lansing, MI","Blue",34,"Male",1,2003,9,-0.2,"Business travel",2,0,80,"Eco",12,"2/12/14","OO","Northwest Business Airlines Inc.","Michigan","Michigan",15,0,0,"No",23,74,5,-84.5353,42.7211,-83.2276,42.49,NA
"4361","Los Angeles, CA","Denver, CO","Blue",77,"Male",1,2010,1,0.75,"Business travel",0,0,70,"Business",29,"1/29/14","WN","Cheapseats Airlines Inc.","Colorado","California",12,6,9,"No",119,862,7,-104.9551,39.7108,-118.1043,33.9827,NA
"4362","Washington, DC","St. Louis, MO","Blue",34,"Male",2,2007,50,-0.8519,"Business travel",0,0,0,"Eco",24,"1/24/14","MQ","EnjoyFlying Air Services","Missouri","Virginia",6,0,6,"No",93,719,8,-90.3409,38.6307,-77.1897,38.8974,NA
"4363","Boston, MA","Atlanta, GA","Blue",32,"Female",3,2004,23,-0.6429,"Business travel",0,0,40,"Eco",19,"3/19/14","DL","Sigma Airlines Inc.","Georgia","Massachusetts",12,0,0,"No",110,946,8,-84.3319,33.8241,-71.1407,42.3731,NA
"4364","Phoenix, AZ","Los Angeles, CA","Blue",46,"Female",2,2007,0,1,"Mileage tickets",1,255,75,"Eco",8,"2/8/14","US","Southeast Airlines Co.","California","Arizona",6,0,0,"No",54,370,9,-118.1043,33.9827,-111.97,33.4941,NA
"4365","Richmond, VA","Charlotte, NC","Platinum",45,"Female",1,2012,4,0.4667,"Business travel",1,0,30,"Eco",14,"1/14/14","US","Southeast Airlines Co.","North Carolina","Virginia",20,16,0,"No",38,257,7,-80.8158,35.2497,-77.488,37.4779,NA
"4366","Boston, MA","Houston, TX","Silver",45,"Female",1,2010,13,0.037,"Personal Travel",1,10,10,"Eco",22,"2/22/14","B6","OnlyJets Airlines Inc.","Texas","Massachusetts",17,30,0,"No",178,1609,7,-95.3935,29.7843,-71.1407,42.3731,NA
"4367","Atlanta, GA","Albany, NY","Silver",61,"Female",1,2007,31,-0.5122,"Personal Travel",0,130,45,"Eco",2,"1/2/14","DL","Sigma Airlines Inc.","New York","Georgia",18,11,61,"No",164,853,7,-73.7994,42.7439,-84.3319,33.8241,NA
"4368","Tampa, FL","Columbus, OH","Silver",33,"Male",1,2009,1,0.9167,"Business travel",2,135,120,"Eco",17,"3/17/14","WN","Cheapseats Airlines Inc.","Ohio","Florida",6,0,0,"No",125,829,9,-82.9685,40.0212,-82.5132,28.0062,NA
"4369","Los Angeles, CA","Phoenix, AZ","Blue",34,"Female",2,2011,20,0.1667,"Business travel",2,7,118,"Eco",22,"1/22/14","WN","Cheapseats Airlines Inc.","Arizona","California",19,35,30,"No",59,370,7,-111.97,33.4941,-118.1043,33.9827,NA
"4370","Atlanta, GA","Shreveport, LA","Silver",28,"Male",1,2010,3,0,"Business travel",0,15,220,"Eco",8,"1/8/14","EV","FlyFast Airways Inc.","Louisiana","Georgia",7,0,0,"No",76,551,7,-93.7562,32.4873,-84.3319,33.8241,NA
"4371","Minneapolis, MN","Washington, DC","Blue",67,"Female",2,2004,27,-0.5429,"Personal Travel",0,0,60,"Eco",14,"1/14/14","EV","FlyFast Airways Inc.","Virginia","Minnesota",6,0,0,"No",140,908,2,-77.1897,38.8974,-93.2798,44.9782,NA
"4372","Philadelphia, PA","Detroit, MI","Blue",40,"Female",1,2005,17,-0.0625,"Mileage tickets",2,0,60,"Eco",20,"1/20/14","DL","Sigma Airlines Inc.","Michigan","Pennsylvania",20,4,50,"No",62,453,7,-83.2276,42.49,-75.2984,39.9733,NA
"4373","Atlanta, GA","Key West, FL","Blue",57,"Male",2,2004,45,-0.875,"Business travel",0,4,66,"Eco",7,"3/7/14","DL","Sigma Airlines Inc.","Florida","Georgia",12,5,5,"No",106,646,10,-81.7515,24.5696,-84.3319,33.8241,NA
"4374","Columbus, OH","Chicago, IL","Silver",52,"Female",1,2012,4,0.3846,"Business travel",0,60,45,"Eco",8,"1/8/14","EV","FlyFast Airways Inc.","Illinois","Ohio",16,4,0,"No",48,296,8,-87.8954,41.8271,-82.9685,40.0212,NA
"4375","Philadelphia, PA","Tampa, FL","Blue",20,"Male",2,2007,23,-0.6429,"Mileage tickets",1,0,60,"Eco",2,"1/2/14","WN","Cheapseats Airlines Inc.","Florida","Pennsylvania",10,14,0,"No",112,920,9,-82.5132,28.0062,-75.2984,39.9733,NA
"4376","Albany, NY","Atlanta, GA","Gold",61,"Male",1,2011,6,-0.7143,"Business travel",0,0,70,"Eco",4,"3/4/14","EV","FlyFast Airways Inc.","Georgia","New York",9,43,32,"No",102,853,3,-84.3319,33.8241,-73.7994,42.7439,NA
"4377","Portland, OR","Denver, CO","Silver",25,"Female",1,2011,37,-0.3214,"Personal Travel",1,2,150,"Eco",23,"2/23/14","OU","Oursin Airlines Inc.","Colorado","Oregon",11,1,0,"No",153,991,7,-104.9551,39.7108,-122.6511,45.5204,NA
"4378","Miami, FL","San Francisco, CA","Silver",68,"Male",1,2011,19,-0.6522,"Business travel",0,60,60,"Eco",9,"3/9/14","AA","Paul Smith Airlines Inc.","California","Florida",12,0,0,"No",292,2585,10,-122.1585,37.6712,-80.2314,26.1756,NA
"4379","Las Vegas, NV","Columbus, OH","Blue",33,"Male",2,2006,37,-0.0571,"Business travel",3,15,55,"Eco",23,"3/23/14","WN","Cheapseats Airlines Inc.","Ohio","Nevada",16,0,0,"No",260,1771,7,-82.9685,40.0212,-115.1672,36.1349,NA
"4380","Chicago, IL","South Bend, IN","Blue",25,"Female",1,2011,21,0.1064,"Personal Travel",2,15,45,"Eco",23,"3/23/14","EV","FlyFast Airways Inc.","Indiana","Illinois",12,0,0,"No",21,84,6,-86.2017,41.7144,-87.8954,41.8271,NA
"4381","Birmingham, AL","Orlando, FL","Blue",71,"Female",2,2007,41,-0.7083,"Personal Travel",0,0,125,"Eco",16,"2/16/14","WN","Cheapseats Airlines Inc.","Florida","Alabama",12,3,0,"No",80,479,8,-81.4112,28.5844,-86.792,33.4691,NA
"4382","Chicago, IL","Houston, TX","Blue",40,"Male",1,2005,3,0.25,"Business travel",0,0,20,"Eco",17,"1/17/14","WN","Cheapseats Airlines Inc.","Texas","Illinois",8,0,0,"No",133,937,7,-95.3935,29.7843,-87.8954,41.8271,NA
"4383","Dallas, TX","Houston, TX","Silver",31,"Male",1,2011,8,-0.1429,"Business travel",0,60,209,"Business",16,"2/16/14","WN","Cheapseats Airlines Inc.","Texas","Texas",12,0,0,"No",43,239,6,-95.3935,29.7843,-96.972,32.8127,NA
"4384","New York, NY","St. Louis, MO","Blue",67,"Female",1,2004,37,-0.7209,"Personal Travel",0,0,95,"Eco",25,"1/25/14","MQ","EnjoyFlying Air Services","Missouri","New York",13,0,4,"No",139,888,8,-90.3409,38.6307,-73.9702,40.7184,NA
"4385","Phoenix, AZ","San Diego, CA","Silver",38,"Male",1,2007,29,-0.6111,"Business travel",2,55,65,"Eco",26,"3/26/14","US","Southeast Airlines Co.","California","Arizona",19,0,0,"No",51,304,10,-117.1288,32.9287,-111.97,33.4941,NA
"4386","Chicago, IL","San Antonio, TX","Blue",55,"Male",1,2003,16,-0.6842,"Business travel",0,0,130,"Eco",21,"1/21/14","WN","Cheapseats Airlines Inc.","Texas","Illinois",17,12,13,"No",140,1036,7,-98.4754,29.5144,-87.8954,41.8271,NA
"4387","Denver, CO","Seattle, WA","Blue",15,"Male",1,2006,26,-0.625,"Personal Travel",5,3,84,"Eco",25,"1/25/14","F9","GoingNorth Airlines Inc.","Washington","Colorado",7,0,7,"No",133,1024,5,-122.2747,47.4684,-104.9551,39.7108,NA
"4388","Boston, MA","Los Angeles, CA","Blue",34,"Male",1,2012,50,-0.9608,"Business travel",1,0,60,"Eco",11,"1/11/14","B6","OnlyJets Airlines Inc.","California","Massachusetts",8,6,9,"No",305,2611,9,-118.1043,33.9827,-71.1407,42.3731,NA
"4389","Atlanta, GA","Salt Lake City, UT","Silver",47,"Female",1,2007,15,-0.6667,"Business travel",0,30,120,"Eco",8,"3/8/14","DL","Sigma Airlines Inc.","Utah","Georgia",8,8,4,"No",188,1590,10,-111.9295,40.6408,-84.3319,33.8241,NA
"4390","Washington, DC","Miami, FL","Blue",15,"Male",2,2004,12,-0.2632,"Mileage tickets",2,0,30,"Eco",17,"2/17/14","AA","Paul Smith Airlines Inc.","Florida","Virginia",15,0,0,"No",128,919,9,-80.2314,26.1756,-77.1897,38.8974,NA
"4391","Tampa, FL","Detroit, MI","Blue",40,"Female",2,2011,20,-0.5385,"Business travel",1,0,20,"Eco",11,"2/11/14","DL","Sigma Airlines Inc.","Michigan","Florida",15,0,7,"No",132,983,6,-83.2276,42.49,-82.5132,28.0062,NA
"4392","Detroit, MI","Boston, MA","Blue",29,"Male",2,2005,0,1,"Business travel",1,30,70,"Eco",3,"2/3/14","DL","Sigma Airlines Inc.","Massachusetts","Michigan",18,0,14,"No",106,632,8,-71.1407,42.3731,-83.2276,42.49,NA
