Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat
Miami,Atlanta,Blue,38,Male,0,2012,41,-0.7083,Business travel,0,0,130,Business,6,03-06-14,DL,Sigma Airlines Inc.,Georgia,Florida,18,10,27,No,99,594,9,-84.3319,33.8241,-80.2314,26.1756
Seattle,Spokane,Blue,44,Female,1,2012,18,0.4286,Business travel,5,90,50,Eco,22,2/22/14,AS,FlyToSun Airlines Inc.,Washington,Washington,13,0,0,No,42,224,9,-117.3523,47.6804,-122.2747,47.4684
Portland,Houston,Gold,24,Female,1,2008,18,-0.5652,Business travel,0,0,60,Eco,28,2/28/14,OU,Oursin Airlines Inc.,Texas,Oregon,9,0,12,No,265,1825,7,-95.3935,29.7843,-122.6511,45.5204
Los Angeles,New York,Blue,54,Male,2,2005,13,-0.3684,Business travel,0,0,225,Eco,2,02-02-14,VX,Cool&Young Airlines Inc.,New York,California,9,0,6,No,369,2475,8,-73.9702,40.7184,-118.1043,33.9827
Phoenix,Spokane,Blue,71,Female,2,2008,9,-0.3846,Personal Travel,0,0,30,Eco,24,1/24/14,US,Southeast Airlines Co.,Washington,Arizona,9,0,0,No,132,1020,6,-117.3523,47.6804,-111.97,33.4941
Birmingham,Tampa,Blue,68,Male,1,2009,54,-0.9286,Personal Travel,0,0,90,Eco,27,3/27/14,WN,Cheapseats Airlines Inc.,Florida,Alabama,10,2,1,No,72,459,5,-82.5132,28.0062,-86.792,33.4691
Charleston,Atlanta,Blue,79,Male,1,2005,52,-0.8571,Personal Travel,0,60,30,Eco,26,2/26/14,DL,Sigma Airlines Inc.,Georgia,South Carolina,12,0,8,No,48,259,4,-84.3319,33.8241,-80.0155,32.9023
Atlanta,Houston,Silver,46,Female,1,2006,1,0.75,Business travel,2,0,15,Eco,18,2/18/14,WN,Cheapseats Airlines Inc.,Texas,Georgia,9,0,0,No,89,696,8,-95.3935,29.7843,-84.3319,33.8241
Los Angeles,Phoenix,Blue,18,Male,2,2011,35,-0.75,Mileage tickets,1,10,90,Eco Plus,19,2/19/14,OO,Northwest Business Airlines Inc.,Arizona,California,19,0,2,No,61,370,9,-111.97,33.4941,-118.1043,33.9827
Atlanta,Houston,Blue,20,Male,2,2006,10,-0.8182,Mileage tickets,2,4,15,Eco,29,1/29/14,WN,Cheapseats Airlines Inc.,Texas,Georgia,7,0,0,Yes,94,696,7,-95.3935,29.7843,-84.3319,33.8241
Lihue,San Jose,Blue,44,Male,1,2003,30,-0.3333,Business travel,1,68,15,Eco,1,02-01-14,AS,FlyToSun Airlines Inc.,California,Hawaii,7,0,0,No,324,2466,9,-121.9451,37.3298,-159.3617,21.9758
San Diego,Phoenix,Blue,54,Male,2,2008,15,-0.25,Business travel,0,35,0,Eco,4,01-04-14,WN,Cheapseats Airlines Inc.,Arizona,California,15,38,23,No,45,304,8,-111.97,33.4941,-117.1288,32.9287
Washington,Jacksonville,Blue,61,Male,1,2010,26,-0.4857,Personal Travel,0,10,0,Eco,30,1/30/14,EV,FlyFast Airways Inc.,Florida,Virginia,14,0,0,No,83,630,7,-81.6427,30.2401,-77.1897,38.8974
Houston,Mobile,Blue,29,Male,1,2007,6,-0.5,Business travel,1,0,75,Eco,1,01-01-14,EV,FlyFast Airways Inc.,Alabama,Texas,9,0,0,No,74,427,5,-88.1635,30.6674,-95.3935,29.7843
Salt Lake City,Phoenix,Platinum,58,Male,1,2003,7,0.125,Business travel,0,0,5,Eco,13,2/13/14,DL,Sigma Airlines Inc.,Arizona,Utah,19,0,0,No,76,507,6,-111.97,33.4941,-111.9295,40.6408
Atlanta,Brunswick,Silver,43,Female,2,2006,15,-0.3043,Business travel,2,120,240,Eco,14,3/14/14,EV,FlyFast Airways Inc.,Georgia,Georgia,11,0,0,No,44,238,8,-81.5053,31.2154,-84.3319,33.8241
Baltimore,Philadelphia,Blue,26,Female,1,2004,16,-0.6,Business travel,3,0,105,Eco Plus,10,03-10-14,US,Southeast Airlines Co.,Pennsylvania,Maryland,17,15,11,No,23,90,8,-75.2984,39.9733,-76.6478,39.2341
Dallas,Austin,Blue,15,Female,1,2007,13,-0.5294,Personal Travel,1,60,95,Eco,30,1/30/14,WN,Cheapseats Airlines Inc.,Texas,Texas,6,0,0,No,40,189,3,-97.7615,30.3585,-96.972,32.8127
Phoenix,Los Angeles,Blue,45,Female,1,2003,3,0.4,Mileage tickets,0,0,0,Eco Plus,28,3/28/14,US,Southeast Airlines Co.,California,Arizona,12,0,0,No,59,370,8,-118.1043,33.9827,-111.97,33.4941
Charlotte,Miami,Blue,76,Female,2,2010,24,-0.4118,Personal Travel,0,0,100,Eco,3,03-03-14,US,Southeast Airlines Co.,Florida,North Carolina,13,0,0,No,94,650,8,-80.2314,26.1756,-80.8158,35.2497
San Francisco,New York,Blue,19,Female,1,2007,0,1,Mileage tickets,1,10,0,Eco Plus,3,02-03-14,OU,Oursin Airlines Inc.,New York,California,18,52,91,No,377,2586,8,-73.9702,40.7184,-122.1585,37.6712
Phoenix,San Francisco,Platinum,45,Female,1,2007,42,-0.6471,Business travel,3,0,30,Business,6,02-06-14,OO,Northwest Business Airlines Inc.,California,Arizona,14,43,21,No,88,651,10,-122.1585,37.6712,-111.97,33.4941
Orlando,Atlanta,Gold,54,Female,1,2009,10,-0.0526,Business travel,1,25,60,Eco,3,01-03-14,WN,Cheapseats Airlines Inc.,Georgia,Florida,12,79,79,No,66,404,9,-84.3319,33.8241,-81.4112,28.5844
Atlanta,St. Louis,Blue,50,Male,1,2008,43,-0.9111,Business travel,1,0,120,Eco,18,3/18/14,DL,Sigma Airlines Inc.,Missouri,Georgia,19,5,1,No,65,484,9,-90.3409,38.6307,-84.3319,33.8241
Minneapolis,Philadelphia,Blue,33,Female,1,2004,6,0.3333,Mileage tickets,2,15,20,Eco,6,01-06-14,DL,Sigma Airlines Inc.,Pennsylvania,Minnesota,14,0,0,No,139,980,7,-75.2984,39.9733,-93.2798,44.9782
Orlando,Rochester,Blue,79,Female,2,2012,38,-0.8095,Personal Travel,0,0,135,Eco,29,3/29/14,WN,Cheapseats Airlines Inc.,New York,Florida,8,0,9,No,153,1033,5,-77.5682,43.1376,-81.4112,28.5844
Chicago,Austin,Gold,51,Female,1,2009,9,-0.5,Business travel,0,60,180,Eco Plus,10,02-10-14,AA,Paul Smith Airlines Inc.,Texas,Illinois,7,0,0,No,123,978,9,-97.7615,30.3585,-87.8954,41.8271
San Antonio,Denver,Blue,71,Female,2,2003,23,-0.84,Personal Travel,0,20,140,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Colorado,Texas,21,35,29,No,100,794,4,-104.9551,39.7108,-98.4754,29.5144
Phoenix,Boston,Silver,39,Female,1,2007,15,0.4737,Personal Travel,4,60,10,Eco,7,03-07-14,US,Southeast Airlines Co.,Massachusetts,Arizona,16,2,0,No,315,2300,9,-71.1407,42.3731,-111.97,33.4941
Miami,Houston,Blue,67,Male,1,2010,0,1,Mileage tickets,0,0,215,Eco,20,2/20/14,AA,Paul Smith Airlines Inc.,Texas,Florida,15,0,0,No,114,964,4,-95.3935,29.7843,-80.2314,26.1756
San Jose,Phoenix,Blue,50,Female,1,2006,20,-0.3793,Business travel,1,0,47,Eco,23,1/23/14,US,Southeast Airlines Co.,Arizona,California,14,30,33,No,92,621,7,-111.97,33.4941,-121.9451,37.3298
Fayetteville,Houston,Gold,33,Male,1,2003,13,-0.7333,Business travel,0,510,90,Eco,21,2/21/14,EV,FlyFast Airways Inc.,Texas,Arkansas,19,0,0,No,63,438,5,-95.3935,29.7843,-94.1798,36.2674
Denver,Oklahoma City,Gold,33,Female,1,2009,22,-0.4667,Business travel,2,0,75,Eco,2,02-02-14,F9,GoingNorth Airlines Inc.,Oklahoma,Colorado,13,0,0,No,72,495,4,-97.5243,35.5048,-104.9551,39.7108
Milwaukee,Kansas City,Silver,40,Female,1,2003,16,-0.3913,Business travel,1,30,30,Eco Plus,25,2/25/14,WN,Cheapseats Airlines Inc.,Missouri,Wisconsin,10,0,0,No,66,436,8,-94.5949,39.0398,-88.1005,43.0557
Richmond,Atlanta,Gold,62,Female,1,2008,5,-0.1111,Business travel,0,25,85,Business,13,1/13/14,DL,Sigma Airlines Inc.,Georgia,Virginia,7,0,1,No,63,481,10,-84.3319,33.8241,-77.488,37.4779
Chicago,Los Angeles,Blue,72,Male,2,2008,38,-0.9487,Mileage tickets,0,0,90,Eco,16,2/16/14,AA,Paul Smith Airlines Inc.,California,Illinois,15,0,0,No,191,1744,7,-118.1043,33.9827,-87.8954,41.8271
Phoenix,San Jose,Blue,74,Female,1,2012,8,0.0588,Personal Travel,0,0,60,Eco,11,03-11-14,US,Southeast Airlines Co.,California,Arizona,16,0,3,No,90,621,4,-121.9451,37.3298,-111.97,33.4941
Washington,Tampa,Gold,46,Female,1,2003,21,-0.1053,Business travel,1,30,90,Eco,26,2/26/14,US,Southeast Airlines Co.,Florida,Virginia,14,85,76,No,105,814,10,-82.5132,28.0062,-77.1897,38.8974
Houston,Las Vegas,Blue,61,Female,1,2011,14,-0.4,Business travel,0,0,60,Eco Plus,29,1/29/14,WN,Cheapseats Airlines Inc.,Nevada,Texas,14,0,0,No,151,1235,10,-115.1672,36.1349,-95.3935,29.7843
Albuquerque,Phoenix,Blue,32,Female,1,2003,5,0.7727,Business travel,2,0,50,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Arizona,New Mexico,13,0,0,No,45,328,9,-111.97,33.4941,-106.6281,35.1434
Los Angeles,Las Vegas,Blue,38,Male,1,2012,36,-0.6364,Business travel,2,0,120,Eco,7,02-07-14,WN,Cheapseats Airlines Inc.,Nevada,California,20,15,46,No,48,236,10,-115.1672,36.1349,-118.1043,33.9827
Little Rock,Denver,Blue,36,Male,1,2007,16,-0.3333,Business travel,4,0,70,Eco,18,3/18/14,OO,Northwest Business Airlines Inc.,Colorado,Arkansas,9,5,13,No,97,771,9,-104.9551,39.7108,-92.3212,34.7566
Atlanta,Akron,Gold,34,Female,1,2003,0,1,Business travel,2,30,180,Eco,11,03-11-14,DL,Sigma Airlines Inc.,Ohio,Georgia,14,0,0,No,78,528,8,-81.4919,41.0662,-84.3319,33.8241
Los Angeles,Reno,Blue,21,Male,2,2010,21,-0.3548,Business travel,0,0,80,Eco,3,03-03-14,OO,Northwest Business Airlines Inc.,Nevada,California,16,4,2,No,60,391,4,-119.7959,39.5326,-118.1043,33.9827
Los Angeles,Atlanta,Gold,76,Male,1,2010,17,-0.4167,Personal Travel,1,0,10,Eco,1,02-01-14,DL,Sigma Airlines Inc.,Georgia,California,12,30,20,No,268,1947,3,-84.3319,33.8241,-118.1043,33.9827
Kahului,Sacramento,Blue,51,Male,1,2005,8,0.0588,Business travel,1,0,30,Eco,20,1/20/14,AS,FlyToSun Airlines Inc.,California,Hawaii,10,0,0,No,307,2404,9,-121.3247,38.6386,-156.4779,20.8864
Charlotte,New York,Silver,28,Male,1,2004,3,0.5,Business travel,1,0,70,Eco,30,1/30/14,MQ,EnjoyFlying Air Services,New York,North Carolina,13,0,0,No,92,544,10,-73.9702,40.7184,-80.8158,35.2497
Denver,Baltimore,Blue,35,Female,1,2005,15,0.0625,Business travel,2,30,70,Eco,1,03-01-14,OU,Oursin Airlines Inc.,Maryland,Colorado,7,0,0,No,229,1491,9,-76.6478,39.2341,-104.9551,39.7108
Buffalo,New York,Blue,56,Female,1,2011,41,-0.7083,Personal Travel,0,28,60,Eco,4,03-04-14,B6,OnlyJets Airlines Inc.,New York,New York,18,0,0,No,59,301,7,-73.9702,40.7184,-78.8237,42.9249
Atlanta,Orlando,Silver,52,Male,2,2007,6,0.2941,Business travel,2,115,90,Eco,12,01-12-14,DL,Sigma Airlines Inc.,Florida,Georgia,19,0,0,No,57,404,10,-81.4112,28.5844,-84.3319,33.8241
Houston,Seattle,Blue,16,Female,1,2010,12,-0.6,Personal Travel,2,0,30,Business,9,02-09-14,AS,FlyToSun Airlines Inc.,Washington,Texas,10,0,11,No,228,1874,3,-122.2747,47.4684,-95.3935,29.7843
Washington,New York,Blue,75,Female,1,2003,52,-0.7931,Personal Travel,0,5,35,Eco,24,3/24/14,EV,FlyFast Airways Inc.,New York,Virginia,6,0,0,No,46,228,2,-73.9702,40.7184,-77.1897,38.8974
Denver,Detroit,Silver,30,Female,1,2010,6,0.3333,Business travel,2,0,60,Business,18,2/18/14,WN,Cheapseats Airlines Inc.,Michigan,Colorado,19,34,20,No,163,1123,9,-83.2276,42.49,-104.9551,39.7108
Milwaukee,New York,Blue,68,Female,1,2008,63,-0.8529,Personal Travel,0,10,5,Eco,11,02-11-14,WN,Cheapseats Airlines Inc.,New York,Wisconsin,12,0,0,No,117,738,6,-73.9702,40.7184,-88.1005,43.0557
Fayetteville,Detroit,Blue,54,Male,1,2008,45,-0.9565,Personal Travel,0,0,30,Eco,5,03-05-14,EV,FlyFast Airways Inc.,Michigan,Arkansas,19,114,103,No,110,715,2,-83.2276,42.49,-94.1798,36.2674
Philadelphia,Atlanta,Silver,52,Female,2,2007,0,1,Business travel,0,0,0,Eco,6,03-06-14,FL,FlyHere Airways,Georgia,Pennsylvania,22,26,18,No,86,666,8,-84.3319,33.8241,-75.2984,39.9733
Tulsa,Houston,Blue,63,Female,1,2010,39,-0.95,Personal Travel,0,1,55,Business,20,2/20/14,EV,FlyFast Airways Inc.,Texas,Oklahoma,12,0,0,No,67,429,1,-95.3935,29.7843,-95.9013,36.1054
Detroit,Chicago,Blue,61,Male,1,2012,39,-0.5294,Mileage tickets,1,20,90,Eco,18,1/18/14,EV,FlyFast Airways Inc.,Illinois,Michigan,10,29,15,No,46,235,5,-87.8954,41.8271,-83.2276,42.49
Houston,Phoenix,Platinum,50,Male,1,2006,4,0.2727,Mileage tickets,3,0,30,Eco,23,2/23/14,WN,Cheapseats Airlines Inc.,Arizona,Texas,8,6,0,No,120,1020,6,-111.97,33.4941,-95.3935,29.7843
St. Louis,Phoenix,Blue,70,Female,1,2005,2,0.3333,Business travel,0,0,40,Eco,26,3/26/14,US,Southeast Airlines Co.,Arizona,Missouri,18,0,0,No,138,1262,7,-111.97,33.4941,-90.3409,38.6307
Chicago,Austin,Blue,32,Female,1,2010,15,-0.1538,Business travel,3,0,20,Eco,5,02-05-14,AA,Paul Smith Airlines Inc.,Texas,Illinois,12,22,17,No,119,978,3,-97.7615,30.3585,-87.8954,41.8271
Los Angeles,Tucson,Silver,42,Female,1,2006,19,0.283,Personal Travel,2,0,20,Eco Plus,1,02-01-14,OO,Northwest Business Airlines Inc.,Arizona,California,11,20,19,No,72,451,7,-110.9461,32.2549,-118.1043,33.9827
Miami,Houston,Blue,80,Female,2,2009,18,-0.6364,Personal Travel,0,15,90,Eco,6,01-06-14,OU,Oursin Airlines Inc.,Texas,Florida,14,97,94,No,113,964,4,-95.3935,29.7843,-80.2314,26.1756
Chicago,Baltimore,Blue,67,Female,0,2007,44,-0.9556,Personal Travel,0,0,100,Eco,18,3/18/14,OU,Oursin Airlines Inc.,Maryland,Illinois,7,0,0,No,105,622,8,-76.6478,39.2341,-87.8954,41.8271
Sacramento,Houston,Silver,59,Female,1,2008,21,-0.4483,Business travel,0,0,60,Eco,16,3/16/14,OU,Oursin Airlines Inc.,Texas,California,21,10,0,No,217,1609,8,-95.3935,29.7843,-121.3247,38.6386
Seattle,San Francisco,Blue,16,Male,1,2010,7,0.125,Personal Travel,2,0,72,Eco,3,02-03-14,AS,FlyToSun Airlines Inc.,California,Washington,12,0,1,No,112,679,5,-122.1585,37.6712,-122.2747,47.4684
Phoenix,Houston,Blue,49,Female,1,2012,7,0.3,Business travel,1,80,70,Eco,16,2/16/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,15,0,0,No,143,1020,8,-95.3935,29.7843,-111.97,33.4941
New York,Miami,Blue,44,Female,1,2005,25,-0.7241,Mileage tickets,1,60,110,Eco Plus,3,03-03-14,AA,Paul Smith Airlines Inc.,Florida,New York,15,9,0,No,136,1096,9,-80.2314,26.1756,-73.9702,40.7184
Lubbock,Denver,Blue,27,Male,2,2006,22,-0.375,Personal Travel,1,25,35,Eco,19,2/19/14,EV,FlyFast Airways Inc.,Colorado,Texas,19,1,4,No,68,456,6,-104.9551,39.7108,-101.8932,33.5592
Chicago,Minneapolis,Blue,17,Female,2,2006,2,0.4286,Business travel,3,0,75,Eco Plus,16,2/16/14,AA,Paul Smith Airlines Inc.,Minnesota,Illinois,16,7,0,No,54,334,10,-93.2798,44.9782,-87.8954,41.8271
Boston,New York,Blue,36,Female,1,2006,11,0,Business travel,2,0,25,Eco Plus,21,3/21/14,B6,OnlyJets Airlines Inc.,New York,Massachusetts,10,0,0,No,34,187,4,-73.9702,40.7184,-71.1407,42.3731
San Jose,Seattle,Blue,73,Female,1,2008,28,-0.8065,Personal Travel,0,0,25,Eco Plus,31,3/31/14,AS,FlyToSun Airlines Inc.,Washington,California,7,17,6,No,108,697,1,-122.2747,47.4684,-121.9451,37.3298
Chicago,Las Vegas,Silver,38,Female,2,2010,0,1,Business travel,1,0,60,Eco,22,1/22/14,WN,Cheapseats Airlines Inc.,Nevada,Illinois,17,45,18,No,170,1521,9,-115.1672,36.1349,-87.8954,41.8271
Denver,Fargo,Blue,18,Female,2,2006,27,-0.7419,Mileage tickets,1,20,3,Business,15,2/15/14,F9,GoingNorth Airlines Inc.,North Dakota,Colorado,9,0,0,No,100,627,8,-96.8207,46.8625,-104.9551,39.7108
Detroit,Portland,Silver,36,Female,1,2004,0,1,Business travel,0,150,35,Eco,21,3/21/14,DL,Sigma Airlines Inc.,Oregon,Michigan,11,235,222,No,208,1953,9,-122.6511,45.5204,-83.2276,42.49
Green Bay,Chicago,Blue,21,Male,1,2005,2,0,Business travel,0,0,60,Eco,10,01-10-14,OO,Northwest Business Airlines Inc.,Illinois,Wisconsin,13,25,41,No,38,173,9,-87.8954,41.8271,-88.0395,44.5072
Atlanta,Minneapolis,Blue,15,Female,1,2003,15,-0.875,Business travel,1,0,80,Business,16,3/16/14,DL,Sigma Airlines Inc.,Minnesota,Georgia,15,9,13,No,114,907,4,-93.2798,44.9782,-84.3319,33.8241
San Francisco,Pittsburgh,Blue,38,Male,2,2009,0,1,Business travel,0,0,65,Eco,14,2/14/14,OU,Oursin Airlines Inc.,Pennsylvania,California,6,16,0,No,312,2254,9,-79.951,40.457,-122.1585,37.6712
Chicago,Madison,Blue,71,Female,1,2004,23,-0.7037,Personal Travel,0,30,50,Eco,18,2/18/14,MQ,EnjoyFlying Air Services,Wisconsin,Illinois,17,0,0,No,28,108,7,-89.4299,43.0874,-87.8954,41.8271
Atlanta,Orlando,Blue,80,Female,1,2003,40,-0.7021,Personal Travel,0,0,90,Eco,26,2/26/14,FL,FlyHere Airways,Florida,Georgia,19,0,0,No,64,404,8,-81.4112,28.5844,-84.3319,33.8241
Salt Lake City,San Francisco,Blue,52,Male,1,2004,22,-0.76,Personal Travel,0,0,70,Eco,5,01-05-14,DL,Sigma Airlines Inc.,California,Utah,13,72,70,No,76,599,4,-122.1585,37.6712,-111.9295,40.6408
Baltimore,Charleston,Platinum,33,Male,1,2008,1,0.8182,Business travel,1,15,0,Eco,25,2/25/14,WN,Cheapseats Airlines Inc.,South Carolina,Maryland,20,14,2,No,65,472,3,-80.0155,32.9023,-76.6478,39.2341
Washington,Las Vegas,Blue,42,Female,1,2003,22,-0.913,Business travel,2,0,105,Eco,3,03-03-14,US,Southeast Airlines Co.,Nevada,Virginia,13,0,0,No,236,2089,10,-115.1672,36.1349,-77.1897,38.8974
Houston,Atlanta,Blue,43,Female,1,2006,14,0.0345,Mileage tickets,2,60,35,Eco,27,3/27/14,EV,FlyFast Airways Inc.,Georgia,Texas,12,0,0,No,121,689,8,-84.3319,33.8241,-95.3935,29.7843
Washington,Miami,Gold,40,Male,2,2003,10,-0.4286,Business travel,2,30,15,Eco,12,01-12-14,AA,Paul Smith Airlines Inc.,Florida,Virginia,21,0,0,No,118,921,6,-80.2314,26.1756,-77.1897,38.8974
San Juan,Tampa,Silver,41,Female,0,2011,4,0.3846,Business travel,1,0,105,Eco Plus,25,1/25/14,B6,OnlyJets Airlines Inc.,Florida,Puerto Rico,8,0,0,No,144,1237,10,-82.5132,28.0062,-66.1162,18.2882
Las Vegas,Atlanta,Blue,42,Male,1,2009,14,-0.1667,Business travel,1,90,90,Eco,4,02-04-14,DL,Sigma Airlines Inc.,Georgia,Nevada,13,0,0,No,243,1747,10,-84.3319,33.8241,-115.1672,36.1349
Philadelphia,Charlotte,Blue,46,Female,1,2003,10,-0.4286,Business travel,1,25,15,Eco,28,2/28/14,US,Southeast Airlines Co.,North Carolina,Pennsylvania,7,0,0,No,80,449,8,-80.8158,35.2497,-75.2984,39.9733
Chicago,Minneapolis,Blue,37,Female,2,2006,6,0.7073,Business travel,1,15,60,Eco Plus,20,1/20/14,AA,Paul Smith Airlines Inc.,Minnesota,Illinois,18,0,0,No,56,334,10,-93.2798,44.9782,-87.8954,41.8271
Chicago,Orlando,Blue,17,Male,1,2012,35,-0.7073,Personal Travel,1,0,70,Eco,11,01-11-14,WN,Cheapseats Airlines Inc.,Florida,Illinois,11,9,4,No,131,990,4,-81.4112,28.5844,-87.8954,41.8271
San Antonio,Atlanta,Blue,31,Male,1,2008,12,-0.8462,Business travel,1,0,10,Eco,16,2/16/14,DL,Sigma Airlines Inc.,Georgia,Texas,14,0,0,No,123,874,8,-84.3319,33.8241,-98.4754,29.5144
San Francisco,Chicago,Silver,36,Female,1,2010,6,0.5,Business travel,1,5,205,Eco,11,01-11-14,OU,Oursin Airlines Inc.,Illinois,California,18,22,24,No,272,1846,8,-87.8954,41.8271,-122.1585,37.6712
Salt Lake City,Medford,Blue,25,Male,1,2010,0,1,Business travel,2,0,0,Eco,24,2/24/14,OO,Northwest Business Airlines Inc.,Oregon,Utah,6,0,0,No,80,575,3,-122.8442,42.3364,-111.9295,40.6408
Portland,Seattle,Blue,59,Female,1,2003,29,-0.6111,Business travel,0,0,210,Eco,18,3/18/14,OO,Northwest Business Airlines Inc.,Washington,Oregon,10,0,0,No,32,129,8,-122.2747,47.4684,-122.6511,45.5204
Atlanta,Tulsa,Blue,38,Male,2,2010,22,-0.3333,Business travel,4,10,60,Eco,17,1/17/14,DL,Sigma Airlines Inc.,Oklahoma,Georgia,6,0,0,No,83,674,10,-95.9013,36.1054,-84.3319,33.8241
San Jose,Phoenix,Blue,49,Female,1,2007,24,-0.2632,Business travel,1,0,40,Eco,21,1/21/14,WN,Cheapseats Airlines Inc.,Arizona,California,20,20,13,No,91,621,8,-111.97,33.4941,-121.9451,37.3298
Charlotte,Rochester,Platinum,85,Male,1,2007,13,-0.7333,Personal Travel,0,0,270,Eco Plus,8,02-08-14,US,Southeast Airlines Co.,New York,North Carolina,8,5,1,No,96,573,1,-77.5682,43.1376,-80.8158,35.2497
Albuquerque,Phoenix,Blue,16,Male,2,2011,36,-0.6744,Mileage tickets,3,0,115,Eco,27,3/27/14,WN,Cheapseats Airlines Inc.,Arizona,New Mexico,14,20,15,No,46,328,8,-111.97,33.4941,-106.6281,35.1434
San Jose,Denver,Blue,61,Female,1,2004,15,-0.6667,Mileage tickets,0,10,70,Business,10,01-10-14,WN,Cheapseats Airlines Inc.,Colorado,California,12,15,8,No,136,948,10,-104.9551,39.7108,-121.9451,37.3298
Fort Wayne,Chicago,Silver,50,Male,2,2003,24,-0.5484,Business travel,0,0,70,Eco,4,02-04-14,MQ,EnjoyFlying Air Services,Illinois,Indiana,14,4,15,No,36,157,9,-87.8954,41.8271,-85.1389,41.1004
Denver,Salt Lake City,Blue,33,Female,1,2010,13,0.5185,Personal Travel,2,0,35,Eco,26,2/26/14,EV,FlyFast Airways Inc.,Utah,Colorado,17,0,0,No,59,391,6,-111.9295,40.6408,-104.9551,39.7108
Lihue,San Diego,Blue,35,Female,1,2010,10,0.5238,Personal Travel,1,0,95,Eco,11,03-11-14,AS,FlyToSun Airlines Inc.,California,Hawaii,10,0,0,No,342,2676,8,-117.1288,32.9287,-159.3617,21.9758
Charlotte,Chicago,Platinum,44,Male,2,2005,17,-0.4167,Business travel,0,0,140,Eco,3,02-03-14,EV,FlyFast Airways Inc.,Illinois,North Carolina,9,127,121,No,86,599,8,-87.8954,41.8271,-80.8158,35.2497
Seattle,Boston,Blue,16,Female,2,2007,13,-0.8571,Business travel,1,0,60,Eco Plus,30,1/30/14,AS,FlyToSun Airlines Inc.,Massachusetts,Washington,7,0,0,No,344,2496,7,-71.1407,42.3731,-122.2747,47.4684
Chicago,Hartford,Silver,47,Female,2,2006,26,-0.3333,Personal Travel,2,0,50,Eco,7,03-07-14,MQ,EnjoyFlying Air Services,Connecticut,Illinois,10,0,0,No,125,783,7,-72.6988,41.7401,-87.8954,41.8271
Los Angeles,Atlanta,Silver,40,Female,1,2004,10,-0.4286,Business travel,0,0,20,Eco,14,1/14/14,DL,Sigma Airlines Inc.,Georgia,California,12,0,0,No,256,1947,8,-84.3319,33.8241,-118.1043,33.9827
Houston,Lake Charles,Blue,31,Male,1,2011,41,-0.5185,Business travel,3,50,0,Eco,15,1/15/14,EV,FlyFast Airways Inc.,Louisiana,Texas,16,0,0,No,28,127,6,-93.2558,30.2447,-95.3935,29.7843
New York,Los Angeles,Blue,65,Male,2,2006,51,-0.9615,Personal Travel,0,0,0,Eco,15,2/15/14,OU,Oursin Airlines Inc.,California,New York,8,0,0,No,288,2475,6,-118.1043,33.9827,-73.9702,40.7184
Phoenix,Denver,Silver,57,Female,1,2004,6,-0.2,Business travel,0,194,75,Eco,10,01-10-14,F9,GoingNorth Airlines Inc.,Colorado,Arizona,17,2,0,No,81,602,10,-104.9551,39.7108,-111.97,33.4941
Dothan,Atlanta,Blue,69,Male,1,2008,33,-0.6098,Personal Travel,0,30,80,Eco,24,2/24/14,EV,FlyFast Airways Inc.,Georgia,Alabama,10,0,0,No,35,170,6,-84.3319,33.8241,-85.4251,31.2237
Denver,Albuquerque,Silver,40,Female,0,2011,13,0.037,Business travel,3,0,255,Eco,23,3/23/14,WN,Cheapseats Airlines Inc.,New Mexico,Colorado,8,0,0,No,54,349,9,-106.6281,35.1434,-104.9551,39.7108
Los Angeles,Phoenix,Blue,63,Female,1,2009,26,-0.5758,Mileage tickets,0,0,75,Eco,7,01-07-14,US,Southeast Airlines Co.,Arizona,California,18,2,0,No,59,370,9,-111.97,33.4941,-118.1043,33.9827
Chicago,Las Vegas,Blue,85,Female,1,2005,50,-0.9608,Personal Travel,0,0,105,Eco,16,3/16/14,OU,Oursin Airlines Inc.,Nevada,Illinois,6,2,23,No,200,1514,5,-115.1672,36.1349,-87.8954,41.8271
Buffalo,Orlando,Blue,63,Male,1,2011,0,1,Business travel,0,0,15,Business,16,1/16/14,WN,Cheapseats Airlines Inc.,Florida,New York,10,0,0,No,127,1011,3,-81.4112,28.5844,-78.8237,42.9249
Denver,St. Louis,Blue,18,Male,0,2004,29,-0.8125,Business travel,1,5,0,Eco Plus,5,02-05-14,WN,Cheapseats Airlines Inc.,Missouri,Colorado,18,16,15,No,130,770,6,-90.3409,38.6307,-104.9551,39.7108
Chicago,Pittsburgh,Gold,43,Male,1,2011,12,0.04,Business travel,4,0,120,Eco,19,2/19/14,OU,Oursin Airlines Inc.,Pennsylvania,Illinois,15,9,0,No,69,413,10,-79.951,40.457,-87.8954,41.8271
